Country,Year,Type,Category,Displacements,latitude,longitude,event_start,event_end,disp_start,disp_end
MMR,2023,Conflict,Conflict,200,19.28125,97.329178,2023-01-01,2023-12-31,2023-01-01,2023-01-23
PHL,2023,Disaster,Flood,393,14.16441,121.353653,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,70116,13.01522,121.406418,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,12765,5.85062,120.028397,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,725,17.677231,121.88903,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,15697,15.39091,120.685699,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,3555,6.59408,124.538139,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,18157,9.24714,125.855782,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,4516,13.10059,123.523132,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,3422,10.67296,122.722992,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,3913,10.26405,123.8694,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,110009,11.32783,124.997559,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,285877,7.77302,122.755997,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,37346,8.40489,124.687202,2023-01-01,2023-01-21,2023-01-01,2023-01-19
PHL,2023,Disaster,Flood,2959,6.61097,125.429871,2023-01-01,2023-01-21,2023-01-01,2023-01-19
AGO,2023,Disaster,Storm,1770,-11.77904,19.91227,2023-01-01,2023-01-15,2023-01-01,2023-01-15
MMR,2023,Conflict,Conflict,100,26.020769,97.491928,2023-01-01,2023-12-31,2023-01-01,2023-01-09
AUS,2023,Disaster,Flood,26,-32.3703,142.66745,2023-01-01,2023-01-15,2023-01-01,2023-01-07
YEM,2023,Conflict,Conflict,1710,13.21578,43.601608,2023-01-01,2023-01-31,2023-01-01,2023-01-07
YEM,2023,Conflict,Conflict,210,15.33288,45.452229,2023-01-01,2023-01-31,2023-01-01,2023-01-07
YEM,2023,Conflict,Conflict,204,13.17985,44.58466,2023-01-01,2023-01-31,2023-01-01,2023-01-07
YEM,2023,Conflict,Conflict,30,14.08811,44.174999,2023-01-01,2023-01-31,2023-01-01,2023-01-07
YEM,2023,Conflict,Conflict,6,14.53955,44.306332,2023-01-01,2023-01-31,2023-01-01,2023-01-07
YEM,2023,Conflict,Conflict,6,16.299959,43.868599,2023-01-01,2023-01-31,2023-01-01,2023-01-07
YEM,2023,Conflict,Conflict,6,16.596189,45.598881,2023-01-01,2023-01-31,2023-01-01,2023-01-07
YEM,2023,Conflict,Conflict,54,14.63751,43.084629,2023-01-01,2023-01-31,2023-01-01,2023-01-07
YEM,2023,Conflict,Conflict,66,14.32594,45.215961,2023-01-01,2023-01-31,2023-01-01,2023-01-07
AGO,2023,Disaster,Storm,906,-17.33403,15.77801,2023-01-01,2023-01-03,2023-01-01,2023-01-03
IDN,2023,Disaster,Flood,2694,-10.16322,123.601784,2023-01-01,2023-01-01,2023-01-01,2023-01-01
COD,2023,Disaster,Flood,11,-2.96128,25.96348,2023-01-01,2023-01-01,2023-01-01,2023-01-01
PRT,2023,Disaster,Flood,2,39.80106,-8.77026,2023-01-01,2023-01-01,2023-01-01,2023-01-01
PSE,2023,Conflict,Conflict,1,31.806061,35.326118,2023-01-01,2023-01-31,2023-01-01,2023-01-01
CMR,2022,Conflict,Conflict,483,11.169025000000001,13.905725,2022-01-01,2022-12-31,2022-12-31,2023-01-04
IDN,2022,Disaster,Flood,18030,-6.75341,111.040001,2022-12-31,2022-12-31,2022-12-31,2022-12-31
IDN,2022,Disaster,Flood,38920,-6.81709,110.838188,2022-12-31,2022-12-31,2022-12-31,2022-12-31
IDN,2022,Disaster,Flood,1756,-6.89479,110.638542,2022-12-31,2022-12-31,2022-12-31,2022-12-31
IDN,2022,Disaster,Flood,155,-6.89396,109.67318,2022-12-31,2022-12-31,2022-12-31,2022-12-31
IDN,2022,Disaster,Flood,250,-8.11037,111.850479,2022-12-31,2022-12-31,2022-12-31,2022-12-31
COD,2022,Conflict,Conflict,2932,-5.94602,29.19672,2022-01-01,2022-12-31,2022-12-30,2023-01-06
RUS,2022,Conflict,Conflict,3,50.789379,35.496399,2022-01-01,2022-12-31,2022-12-30,2022-12-30
IDN,2022,Disaster,Flood,1929,-6.89396,109.67318,2022-12-30,2022-12-31,2022-12-30,2022-12-30
IDN,2022,Disaster,Storm,4,-8.42726,123.46563,2022-12-30,2022-12-30,2022-12-30,2022-12-30
LKA,2022,Disaster,Storm,35,7.29309,80.635078,2022-12-25,2022-12-30,2022-12-29,2022-12-30
IDN,2022,Disaster,Flood,32,-7.02323,110.384857,2022-12-29,2022-12-29,2022-12-29,2022-12-29
AUS,2022,Disaster,Flood,8,-34.856709,139.352173,2022-12-09,2022-01-06,2022-12-28,2022-12-29
IDN,2022,Disaster,Flood,160,-2.59513,120.256248,2022-12-27,2022-12-27,2022-12-27,2022-12-27
BDI,2022,Disaster,Flood,554,-3.3924149999999997,29.35989,2022-12-26,2022-12-29,2022-12-26,2022-12-29
USA,2022,Disaster,Storm,6,35.170509,-78.574699,2022-12-23,2022-12-24,2022-12-25,2022-12-26
IDN,2022,Disaster,Flood,36,-10.16322,123.601784,2022-12-25,2022-12-25,2022-12-25,2022-12-25
USA,2022,Disaster,Flood,6,48.787048,-122.580452,2022-12-18,2022-12-28,2022-12-25,2022-12-25
IDN,2022,Disaster,Flood,2696,-10.16322,123.601784,2022-12-25,2022-12-25,2022-12-25,2022-12-25
BDI,2022,Disaster,Storm,52,-4.22951,29.76437,2022-12-25,2022-12-25,2022-12-25,2022-12-25
MYS,2022,Disaster,Flood,705,5.50001,117.49987,2022-12-24,2022-12-31,2022-12-24,2022-12-31
SSD,2022,Conflict,Conflict,30000,6.833060000000001,33.01830666666667,2022-01-01,2022-12-31,2022-12-24,2022-12-29
IDN,2022,Disaster,Flood,304,-4.09188,120.059891,2022-12-24,2022-12-24,2022-12-24,2022-12-24
MYS,2022,Disaster,Flood,771,6.73008,117.040993,2022-12-23,2022-12-28,2022-12-23,2022-12-28
MYS,2022,Disaster,Flood,212,6.34976,116.429291,2022-12-23,2022-12-28,2022-12-23,2022-12-28
MYS,2022,Disaster,Flood,54,5.97801,116.072899,2022-12-23,2022-12-26,2022-12-23,2022-12-26
USA,2022,Disaster,Storm,30,42.905689,-78.839012,2022-12-22,2022-12-27,2022-12-23,2022-12-26
USA,2022,Disaster,Storm,27,40.363251,-82.706291,2022-12-22,2022-12-26,2022-12-23,2022-12-25
USA,2022,Disaster,Storm,33,44.89793,-89.722931,2022-12-21,2022-12-24,2022-12-23,2022-12-25
MYS,2022,Disaster,Flood,493,1.46762,110.482277,2022-12-23,2022-12-25,2022-12-23,2022-12-25
MYS,2022,Disaster,Flood,226,1.41159,111.52803,2022-12-23,2022-12-25,2022-12-23,2022-12-25
IDN,2022,Disaster,Flood,480,-8.68741,122.306999,2022-12-23,2022-12-23,2022-12-23,2022-12-23
IDN,2022,Disaster,Flood,11,-7.70806,110.604858,2022-12-23,2022-12-23,2022-12-23,2022-12-23
IDN,2022,Disaster,Flood,205,1.36098,109.305206,2022-12-23,2022-12-23,2022-12-23,2022-12-23
PHL,2022,Disaster,Flood,209,13.2,121.199997,2022-12-23,2022-12-23,2022-12-23,2022-12-23
PHL,2022,Disaster,Flood,7601,10.0,118.75,2022-12-23,2022-12-23,2022-12-23,2022-12-23
IDN,2022,Disaster,Storm,56,-1.84775,109.972733,2022-12-23,2022-12-23,2022-12-23,2022-12-23
USA,2022,Disaster,Storm,200,42.897179,-78.853317,2022-12-22,2022-12-27,2022-12-23,2022-12-23
USA,2022,Disaster,Extreme Temperature,302,31.69503,-106.171921,2022-12-22,2022-12-27,2022-12-23,2022-12-23
USA,2022,Disaster,Storm,52,39.738781,-89.451317,2022-12-22,2022-12-24,2022-12-23,2022-12-23
USA,2022,Disaster,Extreme Temperature,7,35.829609,-86.318466,2022-12-22,2022-12-26,2022-12-23,2022-12-23
USA,2022,Disaster,Storm,4,38.00378,-78.225662,2022-12-22,2022-12-25,2022-12-23,2022-12-23
USA,2022,Disaster,Storm,3,43.871849,-72.772346,2022-12-22,2022-12-27,2022-12-23,2022-12-23
USA,2022,Disaster,Extreme Temperature,2,41.291821,-96.024971,2022-12-21,2022-12-23,2022-12-23,2022-12-23
MYS,2022,Disaster,Mass Movement,57,1.16662,110.566521,2022-12-23,2022-12-23,2022-12-23,2022-12-23
USA,2022,Disaster,Storm,2,45.190811,-69.248047,2022-12-22,2022-12-27,2022-12-23,2022-12-23
USA,2022,Disaster,Extreme Temperature,30,36.316139,-88.311981,2022-12-22,2022-12-26,2022-12-22,2022-12-27
JPN,2022,Disaster,Storm,1,33.552399,132.513107,2022-12-22,2022-12-26,2022-12-22,2022-12-26
JPN,2022,Disaster,Storm,17,37.816879,138.716507,2022-12-22,2022-12-26,2022-12-22,2022-12-26
MYS,2022,Disaster,Flood,540,1.55741,110.343987,2022-12-22,2022-12-25,2022-12-22,2022-12-25
MYS,2022,Disaster,Flood,31,3.34069,101.249573,2022-12-22,2022-12-23,2022-12-22,2022-12-23
USA,2022,Disaster,Flood,224,42.781601,-78.855232,2022-12-22,2022-12-27,2022-12-22,2022-12-23
USA,2022,Disaster,Storm,554,38.999969,-105.549469,2022-12-21,2022-12-24,2022-12-22,2022-12-23
CHL,2022,Disaster,Wildfire,406,-33.000999,-71.506737,2022-12-22,2022-12-22,2022-12-22,2022-12-23
AGO,2022,Disaster,Storm,771,-14.66107,17.68203,2022-12-22,2022-12-23,2022-12-22,2022-12-23
CMR,2022,Conflict,Conflict,10,6.08983,10.6485,2022-01-01,2022-12-31,2022-12-22,2022-12-22
CMR,2022,Conflict,Conflict,499,12.693546666666668,14.39922,2022-01-01,2022-12-31,2022-12-21,2022-12-24
THA,2022,Disaster,Flood,58,6.14646,101.237862,2022-12-18,2022-12-27,2022-12-21,2022-12-23
USA,2022,Disaster,Storm,6,43.238651,-100.829041,2022-12-11,2022-12-27,2022-12-21,2022-12-21
IDN,2022,Disaster,Flood,257,-6.7137,108.560852,2022-12-21,2022-12-21,2022-12-21,2022-12-21
PHL,2022,Conflict,Conflict,254,6.21364,124.822678,2022-12-21,2022-12-21,2022-12-21,2022-12-21
CMR,2022,Conflict,Conflict,1068,12.04074,14.83975,2022-01-01,2022-12-31,2022-12-21,2022-12-21
MYS,2022,Disaster,Flood,26,3.989,100.788406,2022-12-20,2022-12-23,2022-12-20,2022-12-23
UGA,2022,Disaster,Flood,1812,-0.48685,31.314975,2022-12-20,2022-12-20,2022-12-20,2022-12-20
USA,2022,Disaster,Earthquake,75,40.73365,-123.933357,2022-12-20,2022-12-20,2022-12-20,2022-12-20
IDN,2022,Disaster,Flood,7482,4.99119,97.158737,2022-12-20,2022-12-20,2022-12-20,2022-12-20
MYS,2022,Disaster,Flood,1002,3.81967,103.329224,2022-12-19,2022-12-23,2022-12-19,2022-12-23
COG,2022,Disaster,Flood,12930,2.1111500000000003,17.1666805,2022-09-01,2022-12-31,2022-12-19,2022-12-21
USA,2022,Disaster,Wildfire,930,40.087269,-105.345329,2022-12-19,2022-12-21,2022-12-19,2022-12-19
THA,2022,Disaster,Flood,1255,6.30208,101.761772,2022-12-18,2022-12-27,2022-12-18,2022-12-27
MYS,2022,Disaster,Flood,6070,6.16795,102.165199,2022-12-18,2022-12-27,2022-12-18,2022-12-27
PHL,2022,Disaster,Storm,2439,10.67296,122.722992,2022-12-18,2022-12-26,2022-12-18,2022-12-26
PHL,2022,Disaster,Storm,130,6.59408,124.538139,2022-12-18,2022-12-26,2022-12-18,2022-12-26
PHL,2022,Disaster,Storm,8612,6.61097,125.429871,2022-12-18,2022-12-26,2022-12-18,2022-12-26
PHL,2022,Disaster,Storm,122276,8.40489,124.687202,2022-12-18,2022-12-26,2022-12-18,2022-12-26
PHL,2022,Disaster,Storm,2305,7.77302,122.755997,2022-12-18,2022-12-26,2022-12-18,2022-12-26
PHL,2022,Disaster,Storm,5213,11.32783,124.997559,2022-12-18,2022-12-26,2022-12-18,2022-12-26
PHL,2022,Disaster,Storm,173378,9.24714,125.855782,2022-12-18,2022-12-26,2022-12-18,2022-12-26
PHL,2022,Disaster,Storm,8963,13.10059,123.523132,2022-12-18,2022-12-26,2022-12-18,2022-12-26
MYS,2022,Disaster,Flood,1705,6.02646,102.372108,2022-12-18,2022-12-24,2022-12-18,2022-12-24
MYS,2022,Disaster,Flood,1700,5.72294,102.039452,2022-12-18,2022-12-24,2022-12-18,2022-12-24
MYS,2022,Disaster,Flood,6305,5.84139,102.404121,2022-12-18,2022-12-24,2022-12-18,2022-12-24
MYS,2022,Disaster,Flood,618,5.58001,101.823982,2022-12-18,2022-12-23,2022-12-18,2022-12-23
MYS,2022,Disaster,Flood,1828,5.20655,103.204277,2022-12-18,2022-12-23,2022-12-18,2022-12-23
MYS,2022,Disaster,Flood,1203,5.77109,102.231628,2022-12-18,2022-12-23,2022-12-18,2022-12-23
MYS,2022,Disaster,Flood,3522,5.42913,102.178299,2022-12-18,2022-12-23,2022-12-18,2022-12-23
JPN,2022,Disaster,Storm,1,37.101608,136.866653,2022-12-18,2022-12-19,2022-12-18,2022-12-19
RUS,2022,Conflict,Conflict,2,50.800701,35.655231,2022-01-01,2022-12-31,2022-12-18,2022-12-18
BDI,2022,Disaster,Storm,81,-3.34607,29.483521,2022-12-18,2022-12-18,2022-12-18,2022-12-18
VNM,2022,Disaster,Storm,42,9.76719,104.465469,2022-12-17,2022-12-18,2022-12-17,2022-12-18
IDN,2022,Disaster,Flood,842,-6.85924,107.9207,2022-12-17,2022-12-17,2022-12-17,2022-12-17
MEX,2022,Conflict,Conflict,310,22.42277,-103.15757,2022-12-17,2022-12-17,2022-12-17,2022-12-17
MYS,2022,Disaster,Flood,287,1.16927,110.568977,2022-12-16,2022-12-27,2022-12-16,2022-12-27
IDN,2022,Disaster,Flood,4,-6.8241,107.137398,2022-12-16,2022-12-16,2022-12-16,2022-12-16
IDN,2022,Disaster,Flood,59,-6.28382,106.804863,2022-12-16,2022-12-16,2022-12-16,2022-12-16
IDN,2022,Disaster,Flood,59,-5.65434,106.654327,2022-12-16,2022-12-16,2022-12-16,2022-12-16
IDN,2022,Disaster,Flood,42,-3.43322,119.352707,2022-12-16,2022-12-16,2022-12-16,2022-12-16
IDN,2022,Disaster,Storm,50,-6.93447,107.60495,2022-12-16,2022-12-16,2022-12-16,2022-12-16
MYS,2022,Disaster,Mass Movement,92,3.52361,101.641479,2022-12-16,2022-12-16,2022-12-16,2022-12-16
MYS,2022,Disaster,Flood,7,4.30705,101.150909,2022-12-15,2022-12-16,2022-12-15,2022-12-16
BDI,2022,Disaster,Storm,161,-3.53867,30.274229,2022-12-15,2022-12-15,2022-12-15,2022-12-15
RUS,2022,Conflict,Conflict,3,50.389172,35.702579,2022-01-01,2022-12-31,2022-12-15,2022-12-15
BDI,2022,Disaster,Storm,17,-3.61642,30.027361,2022-12-15,2022-12-15,2022-12-15,2022-12-15
MYS,2022,Disaster,Flood,7660,4.91069,102.765068,2022-12-14,2022-12-24,2022-12-14,2022-12-24
MYS,2022,Disaster,Flood,22,2.43077,103.83532,2022-12-14,2022-12-17,2022-12-14,2022-12-17
MYS,2022,Disaster,Flood,88,1.73314,103.901512,2022-12-14,2022-12-15,2022-12-14,2022-12-15
IDN,2022,Disaster,Flood,105,3.95528,108.198761,2022-12-14,2022-12-14,2022-12-14,2022-12-14
IDN,2022,Disaster,Flood,36,2.62912,96.024048,2022-12-14,2022-12-14,2022-12-14,2022-12-14
MYS,2022,Disaster,Flood,28,4.33476,100.63427,2022-12-13,2022-12-16,2022-12-13,2022-12-16
MYS,2022,Disaster,Flood,15,3.68481,101.518433,2022-12-13,2022-12-16,2022-12-13,2022-12-13
MYS,2022,Disaster,Flood,15,4.14812,101.154381,2022-12-13,2022-12-13,2022-12-13,2022-12-13
MYS,2022,Disaster,Flood,142,3.49007,103.3937,2022-12-12,2022-12-17,2022-12-12,2022-12-17
MYS,2022,Disaster,Flood,11,4.36125,100.950867,2022-12-12,2022-12-15,2022-12-12,2022-12-15
CHL,2022,Disaster,Wildfire,143,-33.685509,-71.214569,2022-12-12,2022-12-13,2022-12-12,2022-12-13
COD,2022,Disaster,Flood,1484,-4.39949,15.562930000000001,2022-12-12,2022-12-13,2022-12-12,2022-12-13
COD,2022,Disaster,Flood,1495,-4.47928,15.78344,2022-12-12,2022-12-13,2022-12-12,2022-12-13
COD,2022,Disaster,Flood,2687,-4.47928,15.78344,2022-12-12,2022-12-13,2022-12-12,2022-12-13
SSD,2022,Conflict,Conflict,6000,10.12833,32.09483,2022-01-01,2022-12-31,2022-12-12,2022-12-12
IDN,2022,Disaster,Flood,12,-7.032,110.916977,2022-12-12,2022-12-12,2022-12-12,2022-12-12
MYS,2022,Disaster,Flood,75,2.50049,102.815651,2022-12-11,2022-12-23,2022-12-11,2022-12-23
BDI,2022,Disaster,Storm,250,-2.75261,29.10898,2022-12-11,2022-12-11,2022-12-11,2022-12-11
ITA,2022,Disaster,Mass Movement,5,40.662731,15.02935,2022-12-11,2022-12-11,2022-12-11,2022-12-11
MYS,2022,Disaster,Flood,15424,6.01955,102.067963,2022-12-10,2022-12-28,2022-12-10,2022-12-28
MYS,2022,Disaster,Flood,6442,4.76968,103.416878,2022-12-10,2022-12-25,2022-12-10,2022-12-25
MYS,2022,Disaster,Flood,14668,4.21825,103.176918,2022-12-10,2022-12-24,2022-12-10,2022-12-24
MYS,2022,Disaster,Flood,39,3.93666,102.371964,2022-12-10,2022-12-12,2022-12-10,2022-12-12
ZAF,2022,Disaster,Flood,15000,-26.072311666666668,27.778674999999996,2022-12-10,2022-12-11,2022-12-10,2022-12-11
MHL,2022,Disaster,Flood,28,7.09115,171.382523,2022-12-10,2022-12-10,2022-12-10,2022-12-10
IND,2022,Disaster,Storm,125,10.90254,79.975243,2022-12-04,2022-12-10,2022-12-10,2022-12-10
IND,2022,Disaster,Storm,9130,10.71677,78.540237,2022-12-04,2022-12-10,2022-12-10,2022-12-10
PHL,2022,Disaster,Storm,46,18.08423,121.190987,2022-12-10,2022-12-10,2022-12-10,2022-12-10
IND,2022,Disaster,Storm,264,15.89329,79.776657,2022-12-04,2022-12-10,2022-12-10,2022-12-10
SDN,2022,Conflict,Conflict,817,11.75228,28.204599,2022-12-10,2022-12-10,2022-12-10,2022-12-10
MYS,2022,Disaster,Flood,12965,5.61024,102.506371,2022-12-09,2022-12-28,2022-12-09,2022-12-28
MYS,2022,Disaster,Flood,3552,5.3297,103.138313,2022-12-09,2022-12-26,2022-12-09,2022-12-26
MYS,2022,Disaster,Flood,4240,5.37545,103.096771,2022-12-09,2022-12-26,2022-12-09,2022-12-26
MYS,2022,Disaster,Flood,250,4.02318,101.026176,2022-12-09,2022-12-25,2022-12-09,2022-12-25
MYS,2022,Disaster,Flood,6439,5.54451,102.745422,2022-12-09,2022-12-24,2022-12-09,2022-12-24
MYS,2022,Disaster,Flood,4834,6.05421,102.27404,2022-12-09,2022-12-23,2022-12-09,2022-12-23
MYS,2022,Disaster,Flood,35,3.26429,102.447403,2022-12-09,2022-12-15,2022-12-09,2022-12-15
PHL,2022,Disaster,Storm,71,10.67296,122.722992,2022-12-09,2022-12-13,2022-12-09,2022-12-13
PHL,2022,Disaster,Storm,55,9.24714,125.855782,2022-12-09,2022-12-13,2022-12-09,2022-12-13
USA,2022,Disaster,Mass Movement,1,33.783291,-118.404556,2022-12-09,2022-12-09,2022-12-09,2022-12-09
LKA,2022,Disaster,Storm,8,9.74873,79.970291,2022-12-09,2022-12-09,2022-12-09,2022-12-09
MYS,2022,Disaster,Flood,383,3.44833,102.417572,2022-12-08,2022-12-14,2022-12-08,2022-12-14
IDN,2022,Disaster,Earthquake,7,-6.91993,106.926514,2022-12-08,2022-12-08,2022-12-08,2022-12-08
IDN,2022,Disaster,Flood,82,3.593,99.158173,2022-12-08,2022-12-08,2022-12-08,2022-12-08
COD,2022,Conflict,Conflict,11,-3.18207,16.2045,2022-01-01,2022-12-31,2022-12-08,2022-12-08
MYS,2022,Disaster,Flood,277,4.18699,102.054428,2022-12-07,2022-12-20,2022-12-07,2022-12-20
MYS,2022,Disaster,Flood,402,3.79126,101.853493,2022-12-07,2022-12-20,2022-12-07,2022-12-20
BDI,2022,Disaster,Storm,156,-4.25284,29.7691,2022-12-07,2022-12-13,2022-12-07,2022-12-13
CMR,2022,Conflict,Conflict,2600,10.814265,13.743182500000001,2022-01-01,2022-12-31,2022-12-07,2022-12-11
LKA,2022,Disaster,Storm,6,6.40124,80.691818,2022-12-07,2022-12-08,2022-12-07,2022-12-08
MMR,2022,Conflict,Conflict,10000,23.795771,96.242271,2022-01-01,2022-12-31,2022-12-06,2022-12-09
AGO,2022,Disaster,Flood,60,-8.18718,15.37393,2022-12-06,2022-12-06,2022-12-06,2022-12-06
COD,2022,Conflict,Conflict,11,-4.643135,16.3900255,2022-01-01,2022-12-31,2022-12-05,2022-12-06
PHL,2022,Disaster,Storm,24,5.97794,125.654663,2022-12-05,2022-12-05,2022-12-05,2022-12-05
BDI,2022,Disaster,Storm,235,-3.97455,29.439289,2022-12-05,2022-12-05,2022-12-05,2022-12-05
MYS,2022,Disaster,Flood,98,4.84782,100.737091,2022-12-04,2022-12-09,2022-12-04,2022-12-09
IDN,2022,Disaster,Volcanic activity,2489,-8.10785,112.922501,2022-12-04,2022-12-05,2022-12-04,2022-12-05
ITA,2022,Disaster,Flood,1,38.909641,16.656019,2022-12-03,2022-12-04,2022-12-04,2022-12-04
ITA,2022,Disaster,Storm,46,38.959728,17.088949,2022-12-03,2022-12-04,2022-12-04,2022-12-04
ITA,2022,Disaster,Flood,13,39.009472,17.005199,2022-12-03,2022-12-04,2022-12-04,2022-12-04
MYS,2022,Disaster,Flood,39,3.10559,101.6427,2022-12-03,2022-12-23,2022-12-03,2022-12-23
MYS,2022,Disaster,Flood,100,2.69238,101.75016,2022-12-03,2022-12-05,2022-12-03,2022-12-05
COD,2022,Conflict,Conflict,11,-3.39341,28.31061,2022-01-01,2022-12-31,2022-12-03,2022-12-04
ITA,2022,Disaster,Flood,5,38.127811,15.2305,2022-12-03,2022-12-04,2022-12-03,2022-12-03
IDN,2022,Disaster,Mass Movement,4,-6.93447,107.60495,2022-12-03,2022-12-03,2022-12-03,2022-12-03
ITA,2022,Disaster,Storm,3,38.220081,15.23801,2022-12-03,2022-12-04,2022-12-03,2022-12-03
MYS,2022,Disaster,Mass Movement,7,3.10559,101.6427,2022-12-03,2022-12-03,2022-12-03,2022-12-03
BDI,2022,Disaster,Storm,101,-3.87598,29.470881,2022-12-03,2022-12-03,2022-12-03,2022-12-03
MYS,2022,Disaster,Flood,13,2.81711,101.499474,2022-12-02,2022-12-07,2022-12-02,2022-12-07
VNM,2022,Disaster,Flood,5,15.59733,107.975807,2022-12-02,2022-12-03,2022-12-02,2022-12-03
VNM,2022,Disaster,Flood,144,10.57249,105.142113,2022-12-02,2022-12-03,2022-12-02,2022-12-03
MYS,2022,Disaster,Storm,5,6.43197,100.268318,2022-12-02,2022-12-02,2022-12-02,2022-12-02
BDI,2022,Disaster,Storm,11,-2.91414,30.057341,2022-12-02,2022-12-02,2022-12-02,2022-12-02
BDI,2022,Disaster,Storm,9,-2.95068,29.83152,2022-12-02,2022-12-02,2022-12-02,2022-12-02
IND,2022,Disaster,Flood,365,27.60103,88.45414,2022-12-02,2022-12-02,2022-12-02,2022-12-02
CAN,2022,Disaster,Mass Movement,2,50.306309,-122.814667,2022-12-02,2022-12-02,2022-12-02,2022-12-02
IDN,2022,Disaster,Flood,1795,-6.89396,109.67318,2022-12-02,2022-12-02,2022-12-02,2022-12-02
SSD,2022,Conflict,Conflict,5000,10.25812,32.496389,2022-01-01,2022-12-31,2022-12-02,2022-12-02
BRA,2022,Disaster,Storm,3,-30.47603,-53.241631,2022-12-01,2022-12-31,2022-12-01,2022-12-31
CAF,2022,Conflict,Conflict,5,6.99931,19.182301,2022-01-01,2022-12-31,2022-12-01,2022-12-31
CAF,2022,Conflict,Conflict,997,5.417223333333333,20.271710333333335,2022-01-01,2022-12-31,2022-12-01,2022-12-31
PER,2022,Disaster,Flood,960,-13.32081,-71.860184,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Flood,15,-18.577129,-45.18446,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Flood,10,-3.62418,-51.993038,2022-12-01,2022-12-31,2022-12-01,2022-12-31
GTM,2022,Disaster,Mass Movement,19,15.73756,-90.074097,2022-12-01,2022-12-31,2022-12-01,2022-12-31
GTM,2022,Disaster,Flood,47,15.73756,-90.074097,2022-12-01,2022-12-31,2022-12-01,2022-12-31
GTM,2022,Disaster,Extreme Temperature,51,15.73756,-90.074097,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Storm,1,-10.54175,-37.097591,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Storm,138,-27.689091,-49.745529,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Flood,20,-30.47603,-53.241631,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Storm,1,-22.632681,-49.07806,2022-12-01,2022-12-31,2022-12-01,2022-12-31
PER,2022,Disaster,Extreme Temperature,26,-9.410734999999999,-76.739475,2022-12-01,2022-12-31,2022-12-01,2022-12-31
CAF,2022,Conflict,Conflict,5,7.30398,18.29109,2022-01-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Storm,55,-22.222059,-42.565479,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Flood,31,-27.689091,-49.745529,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Flood,20,-22.632681,-49.07806,2022-12-01,2022-12-31,2022-12-01,2022-12-31
PER,2022,Disaster,Mass Movement,4,-7.10115,-76.867531,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Storm,20,-27.689091,-49.745529,2022-12-01,2022-12-31,2022-12-01,2022-12-31
PER,2022,Disaster,Storm,514,-10.259143846153846,-75.18285492307693,2022-12-01,2022-12-31,2022-12-01,2022-12-31
PSE,2022,Conflict,Conflict,65,31.94697,35.273869,2022-01-01,2022-12-31,2022-12-01,2022-12-31
HND,2022,Disaster,Flood,90,14.84862,-86.472672,2022-12-01,2022-12-31,2022-12-01,2022-12-31
HND,2022,Disaster,Flood,4,14.84862,-86.472672,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Mass Movement,15,-19.67791,-40.387749,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Storm,13,-3.62418,-51.993038,2022-12-01,2022-12-31,2022-12-01,2022-12-31
PER,2022,Disaster,Wildfire,188,-13.953315,-73.535477,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Storm,460,-18.577129,-45.18446,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Mass Movement,13,-22.222059,-42.565479,2022-12-01,2022-12-31,2022-12-01,2022-12-31
BRA,2022,Disaster,Flood,2,-15.94817,-50.26046,2022-12-01,2022-12-31,2022-12-01,2022-12-31
